timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1784560074551,1,Rechazar Imagen en Cuarentena,Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: app,Aprobacion/Rechazo Concurrente 2-2,text,false,Test failed: code expected to contain /200/,2150,0,5,18,0,0,1
1784560074377,0,GET CSRF Token (post-login),Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: app,Aprobacion/Rechazo Concurrente 2-4,text,false,,2150,0,5,18,0,0,0
1784560074605,5,Aprobar Imagen en Cuarentena,Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: app,Aprobacion/Rechazo Concurrente 2-5,text,false,Test failed: code expected to contain /200/,2150,0,4,17,0,0,5
1784560074631,1,Aprobar Imagen en Cuarentena,Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: app,Aprobacion/Rechazo Concurrente 2-3,text,false,Test failed: code expected to contain /200/,2150,0,4,17,0,0,1
1784560074766,2,Aprobar Imagen en Cuarentena,Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: app,Aprobacion/Rechazo Concurrente 2-1,text,false,Test failed: code expected to contain /200/,2150,0,4,17,0,0,1
1784560074816,1,Rechazar Imagen en Cuarentena,Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: app,Aprobacion/Rechazo Concurrente 2-3,text,false,Test failed: code expected to contain /200/,2150,0,4,17,0,0,1
1784560074839,3,Aprobar Imagen en Cuarentena,Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: app,Aprobacion/Rechazo Concurrente 2-4,text,false,Test failed: code expected to contain /200/,2150,0,3,16,0,0,3
1784560074865,1,Rechazar Imagen en Cuarentena,Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: app,Aprobacion/Rechazo Concurrente 2-5,text,false,Test failed: code expected to contain /200/,2150,0,3,16,0,0,1
1784560074970,0,Rechazar Imagen en Cuarentena,Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: app,Aprobacion/Rechazo Concurrente 2-1,text,false,Test failed: code expected to contain /200/,2150,0,2,15,0,0,0
1784560075063,1,Rechazar Imagen en Cuarentena,Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: app,Aprobacion/Rechazo Concurrente 2-4,text,false,Test failed: code expected to contain /200/,2150,0,1,14,0,0,1
1784610413758,58,GET CSRF Token,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Aprobacion/Rechazo Concurrente 2-1,text,false,,2631,0,1,3,0,0,58
